key,en
skill.cloudling_potency.tooltip,Aumenta a criação de {magic_icon} por Nuvenzinhas em {percent_increase}%
skill.combat_magic,Magia de Combate
skill.combat_magic.tooltip,Aumenta todo o dano em {percent_increase}%
skill.craft_totem,Fabricar Totem
skill.craft_totem.tooltip,Fabrica {totem_icon}. Totens podem ser entalhados em diferentes tipos e colocados no mastro de totens para vários bônus.
skill.create_cosmic_analysis,Análise Cósmica
skill.create_cosmic_analysis.tooltip,Cria 1 Análise Cósmica para ser gasta em melhorias de análise.
skill.dragon_alphabet,Alfabeto dos Dragões
skill.dragon_alphabet.tooltip,Aumenta o ganho de experiência para {training} em {percent_increase}%
skill.dragon_wisdom,Conhecimento de Dragão
skill.dragon_wisdom.tooltip,Aumenta o ganho de EXP do Guardião de Dragão em {percent_increase}%
skill.enchant_frost,Encantamento da Muralha Congelada
skill.enchant_frost.tooltip,Cada acúmulo de Gelo aumenta o ganho de {wood_icon} em {percent_increase}% - Também aumenta a velocidade de criação de {cosmic_dust_icon} em {cosmic_percent_increase}%
skill.enchant_molten,Encantamento da Muralha Fundida
skill.enchant_molten.tooltip,Cada acúmulo de Fundido aumenta o ganho de EXP do Dragão em {percent_increase}% - Também aumenta a velocidade de criação de {cosmic_dust_icon} em {cosmic_percent_increase}%
skill.enchant_shatter,Encantamento da Muralha Estilhaçada
skill.enchant_shatter.tooltip,Cada acúmulo de Estilhaço aumenta a velocidade de criação de {blank_rune_icon} em {percent_increase}% - Também aumenta a velocidade de criação de {cosmic_dust_icon} em {cosmic_percent_increase}%
skill.herbology_textbooks,Cadernos de Silvicultura
skill.herbology_textbooks.tooltip,Aumenta o ganho de experiência para {training} em {percent_increase}%
skill.improved_facilities,Academia Melhorada
skill.improved_facilities_2,Grande Universidade
skill.improved_facilities_2.tooltip,Aumenta o ganho de experiência para todos os temas de pesquisa na Academia em {percent_increase}%
skill.improved_facilities.tooltip,Aumenta o ganho de experiência para todos os temas de pesquisa na Academia em {percent_increase}%
skill.infinity_rune_upgrade,Runa do Infinito
skill.infinity_rune_upgrade.tooltip,Aumenta todo o dano base em {percent_increase}%
skill.library_spirits,Espíritos da Biblioteca
skill.library_spirits.tooltip,Cria {amount} {spirit_icon} a partir do estudo
skill.magic_textbooks,Varinhas Melhoradas
skill.magic_textbooks.tooltip,Aumenta o ganho de experiência para {training} em {percent_increase}%
skill.rune_mastery,Maestria em Runas
skill.rune_mastery.tooltip,Aumenta a velocidade de criação de {blank_rune_icon} em {percent_increase}%
skill.summon_alchemist,Invocar Alquimista
skill.summon_alchemist.tooltip,Ajuda a criar {magic_gold_icon}. - Desbloqueia novas melhorias da Academia - Segure o botão ou pressione shift para comprar vários.
skill.summon_astrologer,Invocar Astrólogo
skill.summon_astrologer.tooltip,"Constrói o Observatório - O Astrólogo observará a Muralha Cósmica, encontrando fraquezas e a maneira de possivelmente quebrá-la."
skill.summon_cloudling,Invocar Nuvenzinha
skill.summon_cloudling.tooltip,Invoca uma Nuvenzinha que cria {magic_icon} - {press_and_hold} a orbe para acelerá-las em {speed_up_increase}%
skill.summon_diplomat,Invocar Diplomata
skill.summon_diplomat.tooltip,Invoca um diplomata que cria {trade_agreement_icon}. - {press_and_hold} a Embaixada para acelerá-los em {speed_up_increase}% - Pode ser reembolsado por {spirit_icon} quando o mapa estiver completo.
skill.summon_dragon_keeper,Guardião de Dragão
skill.summon_dragon_keeper.tooltip,Invoca um Guardião de Dragão para ajudar a subir o nível do Dragão - {press_and_hold} o Ninho do Dragão para acelerá-los em {speed_up_increase}%
skill.summon_dragon_queen,Invocar Rainha Dragão
skill.summon_dragon_queen.tooltip,A Rainha Dragão subirá o nível do Dragão igual a {percent}% de todos os Guardiões de Dragão combinados. - A Rainha Dragão também duplicará qualquer Bola de Fogo do Dragão em duas.
skill.summon_druid,Invocar Druida
skill.summon_druid.tooltip,Druidas mantêm a floresta e colhem {wood_icon}. - {press_and_hold} a floresta para acelerá-los em {speed_up_increase}%
skill.summon_forest_keeper,Invocar Guardião da Floresta
skill.summon_forest_keeper.tooltip,O Guardião da Floresta aprimorará toras aumentando seu valor de {wood_icon} em {percent_increase}% - O Guardião da Floresta também aumentará a velocidade de criação de {cosmic_dust_icon} em {exp_percent_increase}%
skill.summon_gorgon,Invocar Górgona
skill.summon_gorgon.tooltip,Causa {base_damage} de dano base à muralha. - O dano base aumenta em {damage_increase} para cada Ouroboros que você possui.
skill.summon_ifrit,Invocar Ifrit
skill.summon_ifrit.tooltip,Causa {base_damage} de dano base à muralha. - O dano base aumenta em {additional_damage} a cada 10 níveis da habilidade Bolas de Fogo do Dragão.
skill.summon_rune_smith,Invocar Forjador de Runas
skill.summon_rune_smith.tooltip,Invoca um Forjador de Runas para criar {blank_rune_icon} - {press_and_hold} o Obelisco/Bigorna para acelerá-los em {speed_up_increase}%
skill.summon_shaman,Invocar Xamã
skill.summon_shaman.tooltip,Causa {base_damage} de dano base à muralha multiplicado pela contagem do Tipo de Totem com mais Totens.
skill.summon_smith_master,Invocar Mestre Forjador
skill.summon_smith_master.tooltip,O Mestre Forjador ajudará a forjar {blank_rune_icon} com golpes iguais a todos os Forjadores de Runas combinados. - O Mestre Forjador também aumentará a velocidade de produção de {magic_gold_icon} em {alchemy_percent_increase}%
skill.summon_spirit,Invocar Espírito
skill.summon_spirit_sage,Invocar Sábio Espiritual
skill.summon_spirit_sage.tooltip,Invoca um Sábio Espiritual para pesquisar vários temas - {press_and_hold} a Academia para acelerá-los em {speed_up_increase}%
skill.summon_spirit_tome,Invocar Tomo Espiritual
skill.summon_spirit_tome.tooltip,Invoca um Tomo Espiritual que cria {knowledge_icon} - {press_and_hold} a sala de estudo para acelerá-los em {speed_up_increase}%
skill.summon_spirit.tooltip,Invoca {spirit_icon} que podem ser usados para invocar outros seres - Segure o botão ou pressione shift para comprar vários
skill.summon_tome_master,Invocar Mestre dos Tomos
skill.summon_tome_master.tooltip,"O Mestre dos Tomos absorverá todo o {knowledge_icon} criado e o amplificará em {percent_increase}% - Se você não tiver novos pontos de prestígio, o Mestre dos Tomos também aumentará a barra de progresso do prestígio de dano em {prestige_percent_increase}% a cada pulso."
skill.summon_zephyr,Invocar Zéfiro
skill.summon_zephyr.tooltip,"Enfraquece a muralha, aumentando o dano causado à muralha. - Aplica {base_stacks} acúmulos de fraqueza à muralha mais {additional_stacks} acúmulo para cada Tipo de Espírito com uma população de pelo menos {summon_threshold}."
skill.text_enchantment,Encantamento de Texto
skill.text_enchantment.tooltip,Aumenta o ganho de {knowledge_icon} em {percent_increase}%
skill.unlock_alchemy_101,Pesquisa de Alquimia
skill.unlock_alchemy_101.tooltip,{training} ajuda Alquimistas a criar {magic_gold_icon} mais rápido
skill.unlock_dragon_bond,Desbloquear Pesquisa de Dragão
skill.unlock_dragon_bond.tooltip,{training} ajuda Guardiões de Dragão a fornecer mais EXP para o Dragão
skill.unlock_herbology,Desbloquear Pesquisa da Floresta
skill.unlock_herbology.tooltip,{training} ajuda Druidas a cultivar mais {wood_icon}
skill.unlock_magic_101,Desbloquear Pesquisa Mágica
skill.unlock_magic_101.tooltip,{training} ajuda Espíritos a produzir mais {magic_icon}
skill.upgrade_dragon_queen,Melhorar Rainha Dragão
skill.upgrade_dragon_queen.tooltip,Aumenta o EXP do Dragão que a Rainha Dragão fornece em {percent_increase}% compostos
skill.upgrade_forest_keeper,Melhorar Guardião da Floresta
skill.upgrade_forest_keeper.tooltip,Aumenta o ganho de {wood_icon} em {percent_increase}% compostos - Também aumenta a velocidade de criação de {cosmic_dust_icon} em {exp_percent_increase}% compostos
skill.upgrade_smith_master,Melhorar Mestre Forjador
skill.upgrade_smith_master.tooltip,Aumenta o poder do martelo do Forjador em {percent_increase}% compostos - Também aumenta a velocidade de produção de {magic_gold_icon} em {alchemy_percent_increase}% compostos
skill.upgrade_tome_master,Melhorar Mestre dos Tomos
skill.upgrade_tome_master.tooltip,Aumenta a amplificação de {knowledge_icon} absorvido pelo Mestre dos Tomos em {percent_increase}% compostos
skill.wizard_magic,Magia de Mago
skill.wizard_magic.tooltip,Aumenta {magic_icon} ganho ao pressionar A Orbe em {percent_increase}%
status_effect.cursed.name,Amaldiçoado
status_effect.cursed.description,"Quando 100 acúmulos são atingidos, causa dano à muralha igual a {mult} vezes o dano de todos os Xamãs combinados."
status_effect.frost.name,Gelo
status_effect.frost.description,Reduz o decaimento de todos os outros efeitos de status na muralha em {reduction} por acúmulo
status_effect.molten.name,Fundido
status_effect.molten.description,"Para cada acúmulo, a Muralha recebe {percent_increase}% mais dano das Bolas de Fogo do Dragão"
status_effect.resonance.name,Estilhaço
status_effect.resonance.description,"Para cada acúmulo, a Muralha recebe {percent_increase}% mais dano das Bolas de Fogo do Dragão e Maldições"
status_effect.weakened.name,Enfraquecido
status_effect.weakened.description,"Para cada acúmulo, a Muralha recebe {percent_increase}% mais dano"
tooltip.blessing_locked,As bênçãos abaixo estão bloqueadas até você ter {points} pontos totais - Você tem atualmente {total_points} pontos totais
tooltip.damage_chart_button,Alternar Gráfico de Dano
tooltip.knowledge,Conhecimento
tooltip.magic,Magia
tooltip.milestone_blessings,As Bênçãos de Marco são desbloqueadas automaticamente quando você atinge um certo número de pontos de prestígio
training.alchemy_101,Pesquisa de Alquimia
training.alchemy_101.tooltip,Aumenta a velocidade de produção de {magic_gold_icon} em {percent_increase}%
training.dragon_bond,Pesquisa de Dragão
training.dragon_bond.tooltip,Aumenta o ganho de EXP do Dragão em {percent_increase}%
training.herbology,Pesquisa de Silvicultura
training.herbology.tooltip,Aumenta o ganho de {wood_icon} em {percent_increase}%
training.magic_101,Pesquisa Mágica
training.magic_101.tooltip,Aumenta o {magic_icon} fornecido por Nuvenzinhas em {percent_increase}%
tree.academy_exp_rune.name,Impulso de Academia
tree.academy_exp_rune.description,Aumenta o ganho de EXP da Academia em {percent_increase}%
tree.alchemy.name,Impulso de Alquimia
tree.alchemy.description,Aumenta a velocidade de produção de {magic_gold_icon} em {percent_increase}%
tree.alloy.name,Liga Metálica
tree.alloy.description,"O dano base dos Ifrits aumenta em {percent_increase}% para cada Górgona, Xamã e Zéfiro."
tree.arc.name,Arco
tree.arc.description,Aumenta o dano da Górgona em {percent_increase}% para cada Zéfiro ou Nuvenzinha.
tree.charge.name,Carga
tree.charge.description,"Toda vez que o Relâmpago causa dano, o dano base do Relâmpago é aumentado permanentemente em {damage_increase}."
tree.class_of_destruction.name,Sábios da Destruição
tree.class_of_destruction.description,Sábios Espirituais causam {base_damage} de dano à muralha.
tree.cloud.name,Impulso de Magia
tree.cloud.description,Aumenta o ganho de {magic_icon} em {percent_increase}%
tree.create_gorgons.name,Invocar Górgonas
tree.create_gorgons.description,Invoca {amount} Górgonas
tree.create_ifrits.name,Invocar Ifrits
tree.create_ifrits.description,Invoca {amount} Ifrits
tree.create_shamans.name,Invocar Xamãs
tree.create_shamans.description,Invoca {amount} Xamãs
tree.curse_resonance.name,Aura de Maldição
tree.curse_resonance.description,"Quando uma maldição aparece na muralha, todas as Górgonas ganharão uma aura, aumentando seu próximo dano em {percent_increase}% - Pode acumular várias vezes."
tree.cursed_fire.name,Fogo Amaldiçoado
tree.cursed_fire.description,Os efeitos de Fundido na muralha se aplicarão a Maldições a {percent_of}% do efeito.
tree.cursed_shards.name,Fragmentos Amaldiçoados
tree.cursed_shards.description,O dano base das Maldições é adicionado ao dano base dos Estilhaços
tree.diversity.name,Diversidade
tree.diversity.description,O dano base do Sábio Espiritual aumenta em {damage_increase}% por acúmulo de qualquer efeito de status que não seja Enfraquecido.
tree.dragon_wands.name,Varinhas de Dragão
tree.dragon_wands.description,{percent_of}% do dano base das bolas de fogo de dragão é adicionado ao dano base do Sábio Espiritual.
tree.dragon.name,Impulso do Guardião de Dragão
tree.dragon.description,Aumenta o ganho de EXP do Dragão em {percent_increase}%
tree.fire_arrows.name,Flechas de Fogo
tree.fire_arrows.description,"Xamãs agora podem atirar flechas de fogo, causando {damage}x do dano da flecha do Xamã à muralha."
tree.fire_damage.name,Flechas Fundidas
tree.fire_damage.description,Os efeitos de Fundido na muralha se aplicarão às Flechas de Fogo a {percent_of}% do efeito.
tree.fireball_shrapnel.name,Estilhaços de Bola de Fogo
tree.fireball_shrapnel.description,"Bolas de fogo explodem em {amount} Estilhaços, que causam individualmente {base_damage} de dano à muralha. - Não conta como dano de Bola de Fogo."
tree.fusion.name,Fusão
tree.fusion.description,O dano base da Bola de Fogo aumenta em {percent_increase}% para cada dano base que os Ifrits têm.
tree.hot_blooded.name,Sangue Quente
tree.hot_blooded.description,Os efeitos de Fundido na muralha se aplicarão às bolas de fogo do Ifrit.
tree.hot_runes.name,Runas Quentes
tree.hot_runes.description,O dano base do Estilhaço aumenta em {percent_increase}% para cada runa desbloqueada.
tree.ice_arrow_damage.name,Dano de Flecha de Gelo
tree.ice_arrow_damage.description,Flechas de gelo causam dano igual ao dano base de {mult} Górgonas.
tree.ice_arrows.name,Flechas de Gelo
tree.ice_arrows.description,"Xamãs agora podem atirar flechas de gelo, que aplicarão {stacks} Gelo à muralha, reduzindo o decaimento dos efeitos de status na muralha."
tree.infinity_resonance.name,Ressonância do Infinito
tree.infinity_resonance.description,Górgonas ganham {percent_increase}% de dano para cada Runa do Infinito que você possui.
tree.infinity.name,Infinito
tree.infinity.description,Desbloqueia uma melhoria para aumentar todos os tipos de dano em troca de {blank_rune_icon}.
tree.instructions.name,Instruções
tree.instructions.description,Gaste {image} Runas Vazias para desbloquear melhorias.
tree.relics.name,Relíquias
tree.relics.description,O dano base da Górgona também aumentará em {damage_increase} para cada Santo Graal ou Pedra Filosofal que você tiver.
tree.shrapnel_count.name,Contagem de Estilhaços
tree.shrapnel_count.description,Aumenta o número de Estilhaços das Bolas de Fogo em {amount}.
tree.shrapnel_molten.name,Estilhaços Fundidos
tree.shrapnel_molten.description,Cada Estilhaço agora aplica {stacks} Fundido à muralha.
tree.shrapnel_weakness.name,Fraqueza de Estilhaço
tree.shrapnel_weakness.description,Cada Estilhaço agora aplica {stacks} Fraqueza à muralha.
tree.sound_pulse.name,Pulso Sonoro
tree.sound_pulse.description,"Górgonas agora podem emitir Pulsos Sonoros, que aplicarão Estilhaço à muralha. Para cada acúmulo de Estilhaço, a Muralha recebe {percent_increase}% mais dano das Bolas de Fogo do Dragão e Maldições"
tree.strike_twice.name,Atacar Duas Vezes
tree.strike_twice.description,Relâmpagos têm uma chance de {chance}% de atingir a muralha duas vezes.
tree.wisps.name,Fogo Fátuo
tree.wisps.description,"Górgonas agora podem emitir Fogos Fátuos, que aplicarão Amaldiçoado à muralha."
tree.wood.name,Impulso de Druida
tree.wood.description,Aumenta o ganho de {wood_icon} em {percent_increase}%
tree.zephyr_damage.name,Relâmpago
tree.zephyr_damage.description,"Zéfiros ocasionalmente invocam Relâmpagos, que causam {damage_increase} de dano à muralha."
blessing.spoiler,Oculto até que as bênçãos acima sejam desbloqueadas
button.view_tower_requirements,Pular para Requisitos
label.needs_trade_agreements,- Precisa de {amount} {trade_agreement_icon}
