key,en
skill.enchant_shatter.tooltip,"「粉砕」のスタックごとに{blank_rune_icon}の生成速度が{percent_increase}%増加します

- さらに、{cosmic_dust_icon}の生成速度が{cosmic_percent_increase}%増加します"
skill.herbology_textbooks,林業ノート
skill.herbology_textbooks.tooltip,{training}の経験値獲得量が{percent_increase}%増加します
skill.improved_facilities,アカデミーの改良
skill.improved_facilities_2,偉大な大学
skill.improved_facilities_2.tooltip,アカデミーの全研究教科の経験値獲得量が{percent_increase}%増加します
skill.improved_facilities.tooltip,アカデミーの全研究教科の経験値獲得量が{percent_increase}%増加します
skill.infinity_rune_upgrade,インフィニティルーン
skill.infinity_rune_upgrade.tooltip,全ての基礎ダメージが{percent_increase}%増加します
skill.library_spirits,書庫のスピリット
skill.library_spirits.tooltip,書斎から{amount}体の{spirit_icon}を生成します
skill.magic_textbooks,改良された杖
skill.magic_textbooks.tooltip,{training}の経験値獲得量が{percent_increase}%増加します
skill.rune_mastery,ルーンマスタリー
skill.rune_mastery.tooltip,{blank_rune_icon}の生成速度が{percent_increase}%増加します
skill.summon_alchemist,錬金術師召喚
skill.summon_alchemist.tooltip,"{magic_gold_icon}の生成を手伝います。

- アカデミーの新たなアップグレードを解放します。

- ボタン長押し、またはShiftキーを押しながらクリックで複数購入できます。"
skill.summon_astrologer,占星術師召喚
skill.summon_astrologer.tooltip,"天文台を建設します。

- 占星術師は宇宙の壁を観測し、その弱点と破壊する方法を探ります。"
skill.summon_cloudling,クラウドリング召喚
skill.summon_cloudling.tooltip,"{magic_icon}を生成するクラウドリングを召喚します

- オーブを{press_and_hold}すると、速度が{speed_up_increase}%上昇します"
skill.summon_diplomat,外交官召喚
skill.summon_diplomat.tooltip,"{trade_agreement_icon}を生成する外交官を召喚します。

- 大使館を{press_and_hold}すると、速度が{speed_up_increase}%上昇します。

- マップが完成すると、{spirit_icon}と引き換えに払い戻しができます。"
skill.summon_dragon_keeper,ドラゴンの番人
skill.summon_dragon_keeper.tooltip,"ドラゴンの番人を召喚し、ドラゴンのレベルアップを手伝わせましょう

- ドラゴンネストを{press_and_hold}すると、速度が{speed_up_increase}%上昇します"
skill.summon_dragon_queen,ドラゴンクイーン召喚
skill.summon_dragon_queen.tooltip,"ドラゴンクイーンは、全ドラゴンの番人の合計の{percent}%に相当する経験値をドラゴンに与えます。

- さらに、ドラゴンクイーンはドラゴン・ファイアボールを2発に倍増させます。"
skill.summon_druid,ドルイド召喚
skill.summon_druid.tooltip,"ドルイドは森を維持し、{wood_icon}を伐採します。

- 森を{press_and_hold}すると、速度が{speed_up_increase}%上昇します"
skill.summon_forest_keeper,森の番人召喚
skill.summon_forest_keeper.tooltip,"森の番人は丸太を強化し、その{wood_icon}価値を{percent_increase}%増加させます

- さらに、森の番人は{cosmic_dust_icon}の生成速度を{exp_percent_increase}%増加させます"
skill.summon_gorgon,ゴルゴン召喚
skill.summon_gorgon.tooltip,"壁に{base_damage}の基礎ダメージを与えます。

- 所有するウロボロス1つにつき、基礎ダメージが{damage_increase}増加します。"
skill.summon_ifrit,イフリート召喚
skill.summon_ifrit.tooltip,"壁に{base_damage}の基礎ダメージを与えます。

- ドラゴン・ファイアボールのアビリティレベルが10上がるごとに、基礎ダメージが{additional_damage}増加します。"
skill.summon_rune_smith,ルーンスミス召喚
skill.summon_rune_smith.tooltip,"ルーンスミスを召喚し、{blank_rune_icon}を生成させます

- オベリスク/金床を{press_and_hold}すると、速度が{speed_up_increase}%上昇します"
skill.summon_shaman,シャーマン召喚
skill.summon_shaman.tooltip,最も多く設置されている種類のトーテム数に応じて、壁に{base_damage}xトーテム数の基礎ダメージを与えます。
skill.summon_smith_master,スミスマスター召喚
skill.summon_smith_master.tooltip,"スミスマスターは、全ルーンスミスの合計に等しい力で{blank_rune_icon}の鍛造を手伝います。

- さらに、スミスマスターは{magic_gold_icon}の生産速度を{alchemy_percent_increase}%増加させます"
skill.summon_spirit,スピリット召喚
skill.summon_spirit_sage,スピリットセージ召喚
skill.summon_spirit_sage.tooltip,"スピリットセージを召喚し、様々な教科を研究させましょう

- アカデミーを{press_and_hold}すると、速度が{speed_up_increase}%上昇します"
skill.summon_spirit_tome,スピリット・トーム召喚
skill.summon_spirit_tome.tooltip,"{knowledge_icon}を生成するスピリット・トームを召喚します

- 書斎を{press_and_hold}すると、速度が{speed_up_increase}%上昇します"
skill.summon_spirit.tooltip,"他の存在を召喚するために使用できる{spirit_icon}を召喚します

- ボタン長押し、またはShiftキーを押しながらクリックで複数購入できます"
skill.summon_tome_master,トームマスター召喚
skill.summon_tome_master.tooltip,"トームマスターは生成された全ての{knowledge_icon}を吸収し、それを{percent_increase}%増幅させます。

- 新たなプレステージポイントがない場合、トームマスターは波動ごとにダメージプレステージの進行バーを{prestige_percent_increase}%増加させます。"
skill.summon_zephyr,ゼファー召喚
skill.summon_zephyr.tooltip,"壁を弱体化させ、壁への被ダメージを増加させます。

- 壁に{base_stacks}スタックの「弱体化」を付与し、さらに個体数が{summon_threshold}以上のスピリットタイプごとに{additional_stacks}スタックを追加します。"
skill.text_enchantment,テキストエンチャント
skill.text_enchantment.tooltip,{knowledge_icon}の獲得量が{percent_increase}%増加します
skill.unlock_alchemy_101,錬金術研究
skill.unlock_alchemy_101.tooltip,{training}は錬金術師がより速く{magic_gold_icon}を生成するのを助けます
skill.unlock_dragon_bond,ドラゴン研究解放
skill.unlock_dragon_bond.tooltip,{training}はドラゴンの番人がより多くのEXPをドラゴンに与えるのを助けます
skill.unlock_herbology,森林研究解放
skill.unlock_herbology.tooltip,{training}はドルイドがより多くの{wood_icon}を育てるのを助けます
skill.unlock_magic_101,魔術研究解放
skill.unlock_magic_101.tooltip,{training}はスピリットがより多くの{magic_icon}を生成するのを助けます
skill.upgrade_dragon_queen,ドラゴンクイーンのアップグレード
skill.upgrade_dragon_queen.tooltip,ドラゴンクイーンが与えるドラゴンEXPを{percent_increase}%の複利で増加させます
skill.upgrade_forest_keeper,森の番人のアップグレード
skill.upgrade_forest_keeper.tooltip,"{wood_icon}の獲得量が{percent_increase}%の複利で増加します

- さらに、{cosmic_dust_icon}の生成速度も{exp_percent_increase}%の複利で増加します"
skill.upgrade_smith_master,スミスマスターのアップグレード
skill.upgrade_smith_master.tooltip,"スミスのハンマーの威力が{percent_increase}%の複利で増加します

- さらに、{magic_gold_icon}の生産速度も{alchemy_percent_increase}%の複利で増加します"
skill.upgrade_tome_master,トームマスターのアップグレード
skill.upgrade_tome_master.tooltip,トームマスターが吸収する{knowledge_icon}の増幅率を{percent_increase}%の複利で増加させます
skill.wizard_magic,ウィザードマジック
skill.wizard_magic.tooltip,オーブを押すことで得られる{magic_icon}が{percent_increase}%増加します
status_effect.cursed.name,呪い
status_effect.cursed.description,スタックが100に達すると、全シャーマンの合計ダメージの{mult}倍に等しいダメージを壁に与えます。
status_effect.frost.name,フロスト
status_effect.frost.description,壁に付与された他の全てのステータス効果の減少量を、スタックごとに{reduction}抑制します
status_effect.molten.name,溶融
status_effect.molten.description,スタックごとに、壁が受けるドラゴン・ファイアボールのダメージが{percent_increase}%増加する
status_effect.resonance.name,粉砕
status_effect.resonance.description,スタックごとに、壁が受けるドラゴン・ファイアボールと「呪い」のダメージが{percent_increase}%増加する
status_effect.weakened.name,弱体化
status_effect.weakened.description,スタックごとに、壁が受けるダメージが{percent_increase}%増加する
tooltip.blessing_locked,"以下の祝福は合計ポイントが{points}に達するまでロックされています。

- 現在の合計ポイント: {total_points}"
tooltip.damage_chart_button,ダメージチャート切替
tooltip.knowledge,知識
tooltip.magic,魔力
tooltip.milestone_blessings,マイルストーン祝福は、プレステージポイントが一定数に達すると自動的に解放されます
training.alchemy_101,錬金術研究
training.alchemy_101.tooltip,{magic_gold_icon}の生産速度が{percent_increase}%増加します
training.dragon_bond,ドラゴン研究
training.dragon_bond.tooltip,ドラゴンEXPの獲得量が{percent_increase}%増加します
training.herbology,林業研究
training.herbology.tooltip,{wood_icon}の獲得量が{percent_increase}%増加します
training.magic_101,魔術研究
training.magic_101.tooltip,クラウドリングが提供する{magic_icon}が{percent_increase}%増加します
tree.academy_exp_rune.name,アカデミーブースト
tree.academy_exp_rune.description,アカデミーEXPの獲得量が{percent_increase}%増加します
tree.alchemy.name,錬金術ブースト
tree.alchemy.description,{magic_gold_icon}の生産速度が{percent_increase}%増加します
tree.alloy.name,合金
tree.alloy.description,ゴルゴン、シャーマン、ゼファーそれぞれ1体につき、イフリートの基礎ダメージが{percent_increase}%増加します。
tree.arc.name,アーク
tree.arc.description,ゼファーまたはクラウドリング1体につき、ゴルゴンのダメージが{percent_increase}%増加します。
tree.charge.name,チャージ
tree.charge.description,「稲妻」がダメージを与えるたびに、その基礎ダメージが永続的に{damage_increase}増加します。
tree.class_of_destruction.name,破壊の賢者
tree.class_of_destruction.description,スピリットセージが壁に{base_damage}のダメージを与えます。
tree.cloud.name,魔力ブースト
tree.cloud.description,{magic_icon}の獲得量が{percent_increase}%増加します
tree.create_gorgons.name,ゴルゴン召喚
tree.create_gorgons.description,ゴルゴンを{amount}体召喚する
tree.create_ifrits.name,イフリート召喚
tree.create_ifrits.description,イフリートを{amount}体召喚する
tree.create_shamans.name,シャーマン召喚
tree.create_shamans.description,シャーマンを{amount}体召喚する
tree.curse_resonance.name,呪いのオーラ
tree.curse_resonance.description,"壁に呪いが現れると、全てのゴルゴンがオーラをまとい、次の攻撃ダメージが{percent_increase}%増加します。

- この効果は複数回スタックします。"
tree.cursed_fire.name,呪われし炎
tree.cursed_fire.description,壁の「溶融」効果が、「呪い」にも{percent_of}%の効果で適用されるようになります。
tree.cursed_shards.name,呪われし破片
tree.cursed_shards.description,「呪い」の基礎ダメージが「破片」の基礎ダメージに加算されます
tree.diversity.name,多様性
tree.diversity.description,「弱体化」以外のステータス効果が1スタックするごとに、スピリットセージの基礎ダメージが{damage_increase}%増加します。
tree.dragon_wands.name,ドラゴンワンド
tree.dragon_wands.description,ドラゴン・ファイアボールの基礎ダメージの{percent_of}%が、スピリットセージの基礎ダメージに加算されます。
tree.dragon.name,ドラゴンの番人ブースト
tree.dragon.description,ドラゴンEXPの獲得量が{percent_increase}%増加します
tree.fire_arrows.name,火矢
tree.fire_arrows.description,シャーマンが火矢を放てるようになり、壁にシャーマンの矢の{damage}倍のダメージを与えます。
tree.fire_damage.name,溶融の矢
tree.fire_damage.description,壁の「溶融」効果が、「火矢」にも{percent_of}%の効果で適用されるようになります。
tree.fireball_shrapnel.name,ファイアボールの破片
tree.fireball_shrapnel.description,"ファイアボールが爆発して{amount}個の「破片」になり、それぞれが壁に{base_damage}のダメージを与えます。

- このダメージはファイアボールのダメージとしてカウントされません。"
tree.fusion.name,融合
tree.fusion.description,イフリートの基礎ダメージ1ごとに、ファイアボールの基礎ダメージが{percent_increase}%増加します。
tree.hot_blooded.name,熱血
tree.hot_blooded.description,壁の「溶融」効果がイフリートのファイアボールに適用されるようになります。
tree.hot_runes.name,ホットルーン
tree.hot_runes.description,解放済みのルーン1つにつき、「破片」の基礎ダメージが{percent_increase}%増加します。
tree.ice_arrow_damage.name,氷矢ダメージ
tree.ice_arrow_damage.description,氷矢が、{mult}体のゴルゴンの基礎ダメージに等しいダメージを与えます。
tree.ice_arrows.name,氷矢
tree.ice_arrows.description,シャーマンが氷矢を放てるようになります。これにより壁に{stacks}スタックの「フロスト」が付与され、ステータス効果の減少が抑制されます。
tree.infinity_resonance.name,無限共鳴
tree.infinity_resonance.description,所有するインフィニティルーン1つにつき、ゴルゴンのダメージが{percent_increase}%増加します。
tree.infinity.name,無限
tree.infinity.description,{blank_rune_icon}と引き換えに、全ての種類のダメージを増加させるアップグレードを解放します。
tree.instructions.name,説明
tree.instructions.description,{image}個の「空のルーン」を消費してアップグレードを解放します。
tree.relics.name,レリック
tree.relics.description,所有する「聖杯」または「賢者の石」1つにつき、ゴルゴンの基礎ダメージがさらに{damage_increase}増加します。
tree.shrapnel_count.name,破片の数
tree.shrapnel_count.description,ファイアボールから生じる「破片」の数が{amount}個増加します。
tree.shrapnel_molten.name,溶融の破片
tree.shrapnel_molten.description,各「破片」が壁に{stacks}スタックの「溶融」を付与するようになります。
tree.shrapnel_weakness.name,弱体化の破片
tree.shrapnel_weakness.description,各「破片」が壁に{stacks}スタックの「弱体化」を付与するようになります。
tree.sound_pulse.name,サウンドパルス
tree.sound_pulse.description,ゴルゴンがサウンドパルスを発するようになり、壁に「粉砕」を付与します。「粉砕」のスタックごとに、壁が受けるドラゴン・ファイアボールと「呪い」のダメージが{percent_increase}%増加します
tree.strike_twice.name,二度撃ち
tree.strike_twice.description,「稲妻」が{chance}%の確率で壁に2回落雷します。
tree.wisps.name,ウィスプ
tree.wisps.description,ゴルゴンがウィスプを発するようになり、壁に「呪い」を付与します。
tree.wood.name,ドルイドブースト
tree.wood.description,{wood_icon}の獲得量が{percent_increase}%増加します
tree.zephyr_damage.name,稲妻
tree.zephyr_damage.description,ゼファーが時々「稲妻」を召喚し、壁に{damage_increase}のダメージを与えます。
blessing.spoiler,祝福が解放されるまで非表示
button.view_tower_requirements,要件まで移動
label.needs_trade_agreements,- 要求 {amount} {trade_agreement_icon}
